Genero,PersonaMayor,Socio,Dependientes,Permanencia,ServicioTelefonico,VariasLineas,ServicioInternet,SeguridadLinea,CopiaSeguridadLinea,ProteccionDispositivo,ServicioTecnico,ServicioTV,ServicioPeliculas,Contrato,FacturacionElectronica,MetodoPago,RecargoMensual,TotalRecargo,Abandono
Femenino,0,No,Si,16,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Transferencia bancaria (automática),19.3,360.35,No
Femenino,0,Si,Si,14,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,No,Cheque Electrónico,70.2,1046.5,No
Masculino,0,Si,Si,32,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),69.75,2347.9,Si
Femenino,0,No,No,8,Si,No,DSL,Si,No,No,Si,No,No,un anio,No,Transferencia bancaria (automática),54.25,447.75,No
Femenino,0,Si,Si,43,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),99.3,4209.95,No
Femenino,0,No,No,52,Si,Si,DSL,Si,No,Si,Si,Si,No,un anio,No,Tarjeta de crédito (automática),74.0,3877.65,No
Masculino,0,No,No,3,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,Cheque por Correo,50.25,152.3,No
Masculino,0,No,No,29,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Cheque por Correo,19.8,572.2,No
Femenino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,19.65,19.65,Si
Masculino,1,No,No,12,No,Sin Servicio Telefónico,DSL,No,No,Si,Si,No,Si,Mensual,Si,Cheque Electrónico,43.65,526.95,Si
Femenino,0,Si,Si,16,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,Si,Mensual,Si,Tarjeta de crédito (automática),35.5,552.7,No
Femenino,0,No,No,40,Si,Si,DSL,No,No,Si,Si,Si,Si,un anio,Si,Cheque por Correo,80.75,3208.65,No
Femenino,0,No,No,5,No,Sin Servicio Telefónico,DSL,No,No,Si,No,No,Si,Mensual,No,Cheque Electrónico,39.5,210.75,Si
Masculino,0,Si,No,40,Si,Si,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),97.1,3706.95,Si
Femenino,0,No,No,36,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque por Correo,19.55,620.75,No
Femenino,0,No,No,5,Si,No,Fibra Óptica,No,No,No,No,No,Si,Mensual,Si,Cheque Electrónico,80.0,412.5,Si
Femenino,0,No,No,10,Si,No,Fibra Óptica,Si,No,No,No,Si,No,Mensual,Si,Cheque por Correo,84.7,832.05,Si
Masculino,0,Si,Si,2,Si,No,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),89.55,185.55,Si
Masculino,0,No,No,23,Si,Si,Fibra Óptica,No,No,No,Si,Si,No,Mensual,Si,Cheque Electrónico,90.6,1943.2,Si
Masculino,0,Si,Si,26,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Transferencia bancaria (automática),20.05,505.9,No
Femenino,1,Si,No,72,Si,Si,Fibra Óptica,Si,Si,Si,No,Si,Si,dos anios,Si,Cheque Electrónico,112.4,8046.85,No
Femenino,0,Si,No,34,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Transferencia bancaria (automática),50.2,1815.3,No
Masculino,0,No,No,10,Si,No,DSL,Si,No,No,Si,Si,No,Mensual,No,Transferencia bancaria (automática),62.25,612.95,No
Femenino,0,No,No,14,Si,No,DSL,Si,No,No,Si,No,No,un anio,No,Cheque por Correo,55.7,795.15,No
Femenino,0,No,No,23,Si,Si,Fibra Óptica,Si,No,No,No,Si,No,Mensual,Si,Transferencia bancaria (automática),90.05,2169.8,Si
Masculino,0,Si,No,47,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,19.65,973.1,No
Masculino,0,Si,No,24,Si,No,Fibra Óptica,Si,No,No,Si,No,Si,Mensual,Si,Cheque Electrónico,89.25,2210.2,No
Masculino,0,Si,No,49,Si,Si,Fibra Óptica,No,Si,No,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),99.05,4853.75,Si
Masculino,1,No,No,20,Si,No,DSL,Si,No,No,Si,No,No,un anio,No,Cheque por Correo,54.0,1055.9,No
Femenino,0,No,No,2,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),69.75,144.55,Si
Femenino,0,No,No,2,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),49.05,91.1,Si
Masculino,0,No,No,22,No,Sin Servicio Telefónico,DSL,No,No,Si,Si,Si,Si,dos anios,No,Transferencia bancaria (automática),56.75,1304.85,No
Masculino,0,No,No,7,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),98.05,713.0,Si
Masculino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,21.1,21.1,No
Femenino,0,Si,Si,59,Si,Si,Fibra Óptica,No,Si,No,Si,No,Si,Mensual,Si,Transferencia bancaria (automática),96.65,5580.8,No
Femenino,0,Si,Si,58,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Tarjeta de crédito (automática),24.5,1497.9,No
Femenino,0,No,No,41,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,Si,Mensual,Si,Transferencia bancaria (automática),114.5,4527.45,Si
Femenino,1,No,No,59,Si,Si,Fibra Óptica,No,Si,No,No,No,No,dos anios,Si,Tarjeta de crédito (automática),79.2,4590.35,No
Femenino,0,Si,Si,3,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,69.55,200.2,No
Masculino,0,No,No,32,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Transferencia bancaria (automática),20.05,614.45,No
Masculino,1,Si,No,46,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,98.85,4564.9,No
Masculino,0,Si,Si,0,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,25.75,2283.3004408418656,No
Masculino,0,No,No,2,Si,No,Fibra Óptica,No,No,No,No,No,Si,Mensual,Si,Cheque Electrónico,80.95,171.15,Si
Femenino,0,Si,Si,52,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Tarjeta de crédito (automática),19.6,1012.4,No
Femenino,1,No,No,13,Si,No,Fibra Óptica,No,No,Si,No,No,No,Mensual,Si,Cheque Electrónico,74.3,940.35,Si
Femenino,1,No,No,11,Si,No,Fibra Óptica,No,No,No,No,Si,Si,Mensual,No,Transferencia bancaria (automática),89.7,1047.7,Si
Masculino,0,No,No,32,Si,Si,Fibra Óptica,Si,No,No,Si,No,No,Mensual,No,Transferencia bancaria (automática),87.65,2766.4,No
Masculino,1,Si,No,17,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Tarjeta de crédito (automática),100.45,1622.45,Si
Femenino,0,No,No,16,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),74.75,1129.35,No
Femenino,0,No,No,51,Si,Si,Fibra Óptica,Si,Si,Si,No,Si,Si,un anio,No,Transferencia bancaria (automática),107.45,5680.9,No
Masculino,0,No,No,29,Si,No,DSL,No,No,Si,Si,Si,Si,un anio,Si,Transferencia bancaria (automática),75.35,2243.9,No
Masculino,0,Si,No,70,Si,No,DSL,Si,Si,Si,Si,No,No,dos anios,No,Tarjeta de crédito (automática),64.95,4523.25,No
Femenino,0,Si,Si,71,Si,Si,Fibra Óptica,Si,No,Si,Si,No,Si,dos anios,No,Cheque Electrónico,100.45,7159.7,No
Masculino,0,Si,Si,41,Si,Si,DSL,No,Si,Si,No,Si,No,un anio,No,Transferencia bancaria (automática),68.5,2839.95,No
Masculino,0,No,No,1,Si,No,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,80.55,80.55,No
Femenino,0,Si,No,7,Si,No,DSL,Si,No,Si,Si,Si,Si,Mensual,No,Transferencia bancaria (automática),81.25,580.1,No
Masculino,0,Si,Si,25,Si,No,Fibra Óptica,No,No,No,No,Si,Si,un anio,Si,Cheque Electrónico,90.4,2178.6,Si
Masculino,0,Si,Si,67,Si,Si,Fibra Óptica,Si,Si,No,Si,No,No,un anio,No,Cheque Electrónico,89.55,6038.55,No
Masculino,0,Si,Si,5,Si,Si,DSL,No,No,No,Si,No,No,Mensual,Si,Cheque por Correo,55.7,259.4,No
Masculino,0,No,Si,15,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque Electrónico,24.8,324.15,No
Femenino,0,Si,Si,20,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque Electrónico,20.0,417.65,No
Masculino,0,Si,Si,3,Si,No,DSL,No,Si,Si,No,No,No,Mensual,Si,Cheque por Correo,56.15,168.15,Si
Masculino,0,Si,Si,54,Si,Si,Fibra Óptica,No,Si,No,Si,Si,Si,un anio,Si,Cheque Electrónico,105.2,5637.85,No
Masculino,0,No,No,42,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Cheque por Correo,19.55,839.4,No
Femenino,0,Si,No,9,Si,No,Fibra Óptica,No,No,No,No,No,Si,Mensual,Si,Cheque Electrónico,79.75,769.1,No
Femenino,0,No,No,63,Si,Si,Fibra Óptica,No,Si,No,No,Si,Si,dos anios,No,Transferencia bancaria (automática),97.45,6253.0,No
Femenino,0,Si,No,69,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Transferencia bancaria (automática),24.25,1641.8,No
Femenino,0,No,No,69,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Tarjeta de crédito (automática),24.6,1678.05,No
Masculino,0,Si,No,40,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque por Correo,50.15,2058.5,No
Masculino,0,No,No,60,No,Sin Servicio Telefónico,DSL,Si,Si,Si,No,No,No,dos anios,No,Transferencia bancaria (automática),39.6,2424.5,No
Femenino,0,No,No,4,Si,No,Fibra Óptica,Si,No,Si,Si,No,Si,Mensual,Si,Transferencia bancaria (automática),94.4,387.2,Si
Femenino,1,No,No,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos anios,No,Cheque por Correo,89.85,6293.45,No
Femenino,0,Si,No,37,Si,Si,Fibra Óptica,No,No,Si,No,No,No,Mensual,Si,Tarjeta de crédito (automática),78.95,2839.65,Si
Masculino,0,Si,No,32,Si,Si,Fibra Óptica,No,Si,No,No,Si,Si,Mensual,Si,Tarjeta de crédito (automática),98.85,3145.9,No
Masculino,0,No,No,39,Si,Si,DSL,No,No,No,Si,No,No,dos anios,Si,Tarjeta de crédito (automática),53.85,2200.7,No
Femenino,0,No,No,38,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Cheque Electrónico,24.25,914.4,No
Masculino,0,No,No,52,Si,Si,Fibra Óptica,No,No,Si,No,No,Si,dos anios,Si,Tarjeta de crédito (automática),89.45,4577.75,No
Femenino,0,Si,Si,48,Si,Si,Fibra Óptica,Si,Si,No,No,Si,Si,Mensual,Si,Tarjeta de crédito (automática),105.25,4997.5,No
Masculino,0,Si,Si,70,No,Sin Servicio Telefónico,DSL,Si,No,Si,Si,Si,Si,dos anios,No,Transferencia bancaria (automática),59.5,4144.8,No
Masculino,0,No,No,20,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,No,Tarjeta de crédito (automática),70.55,1493.55,No
Femenino,0,No,No,50,Si,Si,DSL,Si,No,Si,Si,Si,Si,un anio,Si,Tarjeta de crédito (automática),82.5,4179.1,No
Femenino,0,No,No,19,No,Sin Servicio Telefónico,DSL,No,No,No,No,Si,Si,un anio,Si,Tarjeta de crédito (automática),44.85,893.55,Si
Masculino,0,Si,Si,25,Si,No,DSL,Si,Si,Si,No,No,No,un anio,Si,Transferencia bancaria (automática),61.6,1611.0,No
Masculino,0,No,No,12,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),49.05,593.05,No
Masculino,1,Si,No,39,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,105.65,4284.8,Si
Masculino,0,No,No,7,Si,No,Fibra Óptica,No,No,Si,No,No,No,Mensual,No,Cheque por Correo,74.65,544.55,Si
Femenino,0,Si,Si,23,Si,No,DSL,Si,Si,Si,Si,No,No,un anio,Si,Cheque por Correo,66.25,1533.8,No
Masculino,0,No,No,27,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque Electrónico,19.4,529.8,No
Masculino,1,No,No,47,Si,Si,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Tarjeta de crédito (automática),86.05,3865.6,No
Masculino,0,Si,Si,26,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Tarjeta de crédito (automática),19.15,515.75,No
Femenino,0,Si,No,14,Si,Si,DSL,Si,No,No,No,Si,No,Mensual,Si,Transferencia bancaria (automática),64.7,941.0,Si
Femenino,1,Si,No,11,Si,Si,Fibra Óptica,No,No,Si,Si,Si,Si,Mensual,Si,Transferencia bancaria (automática),104.05,1133.65,Si
Masculino,0,No,Si,2,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,19.25,48.35,No
Femenino,0,Si,Si,26,Si,No,Fibra Óptica,Si,Si,No,No,No,No,Mensual,No,Cheque Electrónico,81.95,2070.05,No
Femenino,1,Si,No,72,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,Si,dos anios,Si,Transferencia bancaria (automática),114.65,8333.95,No
Femenino,0,Si,Si,63,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Tarjeta de crédito (automática),20.0,1209.25,No
Masculino,0,Si,Si,71,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,19.8,1396.25,No
Masculino,0,Si,Si,11,Si,Si,DSL,Si,No,No,No,Si,No,Mensual,Si,Transferencia bancaria (automática),65.15,723.35,No
Masculino,1,Si,No,14,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque por Correo,19.65,228.65,No
Femenino,0,No,Si,13,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos anios,No,Tarjeta de crédito (automática),88.95,1161.75,No
Masculino,0,No,Si,6,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque por Correo,20.2,98.35,No
Masculino,1,Si,Si,11,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),75.2,775.3,No
Masculino,0,Si,No,18,Si,Si,DSL,No,Si,No,No,No,No,Mensual,No,Tarjeta de crédito (automática),56.8,1074.65,No
Masculino,0,No,No,1,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque Electrónico,35.55,35.55,Si
Femenino,0,Si,No,32,Si,No,Fibra Óptica,Si,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),75.5,2324.7,No
Masculino,0,No,No,29,No,Sin Servicio Telefónico,DSL,Si,No,No,Si,No,No,un anio,No,Cheque por Correo,35.6,1072.6,No
Femenino,0,No,No,3,Si,Si,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,60.25,170.5,No
Femenino,0,No,No,2,Si,Si,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,95.15,196.9,Si
Masculino,0,Si,Si,13,Si,No,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque por Correo,96.65,1162.85,Si
Femenino,0,No,No,41,No,Sin Servicio Telefónico,DSL,No,Si,No,No,No,Si,Mensual,Si,Cheque Electrónico,40.35,1677.85,No
Femenino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque Electrónico,18.85,18.85,No
Masculino,0,No,No,7,Si,No,DSL,No,No,No,No,Si,No,Mensual,No,Cheque por Correo,54.85,370.4,No
Femenino,0,Si,No,52,Si,No,DSL,Si,No,Si,No,Si,No,un anio,Si,Cheque por Correo,64.3,3410.6,No
Femenino,0,Si,Si,45,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Transferencia bancaria (automática),24.65,1138.8,No
Masculino,0,Si,No,70,Si,Si,DSL,No,Si,Si,Si,Si,No,dos anios,No,Tarjeta de crédito (automática),76.1,5264.25,No
Femenino,0,No,No,53,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,18.7,1005.7,No
Femenino,1,Si,No,62,Si,Si,Fibra Óptica,No,Si,Si,No,Si,No,un anio,Si,Tarjeta de crédito (automática),97.95,5936.55,No
Femenino,0,Si,No,60,Si,Si,Fibra Óptica,Si,Si,No,No,No,Si,Mensual,Si,Tarjeta de crédito (automática),94.1,5475.9,No
Femenino,1,Si,No,3,Si,No,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,80.4,224.05,Si
Femenino,1,Si,No,23,Si,No,Fibra Óptica,Si,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,95.1,2326.05,No
Masculino,0,No,Si,1,No,Sin Servicio Telefónico,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque por Correo,31.35,31.35,Si
Femenino,0,No,No,67,Si,No,DSL,Si,No,Si,Si,No,Si,un anio,Si,Transferencia bancaria (automática),72.35,4991.5,No
Femenino,0,No,No,12,Si,Si,Fibra Óptica,No,Si,No,No,Si,No,Mensual,Si,Transferencia bancaria (automática),89.75,1052.4,Si
Femenino,1,Si,No,71,Si,Si,DSL,Si,Si,Si,Si,No,Si,dos anios,Si,Transferencia bancaria (automática),82.7,5831.2,No
Masculino,0,No,No,25,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Tarjeta de crédito (automática),19.9,510.8,No
Femenino,0,No,No,5,Si,Si,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque Electrónico,53.8,283.95,No
Masculino,0,No,No,26,Si,Si,DSL,No,No,No,No,No,No,un anio,Si,Tarjeta de crédito (automática),51.55,1295.4,No
Masculino,0,Si,Si,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque por Correo,19.65,19.65,No
Masculino,1,No,No,70,No,Sin Servicio Telefónico,DSL,No,Si,Si,No,Si,No,un anio,Si,Tarjeta de crédito (automática),44.05,3011.65,No
Masculino,0,Si,Si,72,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,Si,dos anios,Si,Cheque Electrónico,114.0,8093.15,No
Masculino,0,Si,No,60,Si,No,Fibra Óptica,No,Si,No,No,Si,Si,un anio,Si,Cheque Electrónico,94.4,5610.25,Si
Femenino,1,Si,Si,32,Si,Si,Fibra Óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque Electrónico,100.4,3217.65,No
Masculino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque Electrónico,19.85,19.85,Si
Femenino,0,No,No,14,Si,Si,DSL,No,Si,No,No,No,No,un anio,Si,Cheque por Correo,54.25,773.2,No
Femenino,0,No,No,13,Si,Si,Fibra Óptica,Si,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),80.0,1029.35,No
Femenino,0,No,No,6,Si,Si,Fibra Óptica,No,Si,Si,Si,Si,Si,Mensual,Si,Tarjeta de crédito (automática),109.9,669.45,Si
Femenino,0,No,No,46,Si,Si,DSL,Si,No,Si,No,Si,Si,dos anios,No,Cheque por Correo,79.2,3593.8,No
Masculino,0,No,No,15,Si,No,Fibra Óptica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque Electrónico,101.35,1553.95,Si
Masculino,1,Si,No,43,Si,Si,Fibra Óptica,No,Si,No,Si,Si,No,Mensual,Si,Cheque Electrónico,94.3,3953.15,No
Masculino,0,No,No,39,Si,No,DSL,No,No,No,Si,No,No,dos anios,Si,Transferencia bancaria (automática),49.8,1971.15,No
Masculino,1,No,No,21,Si,No,DSL,No,No,Si,No,Si,No,Mensual,Si,Transferencia bancaria (automática),60.05,1236.15,Si
Masculino,0,No,No,57,No,Sin Servicio Telefónico,DSL,Si,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,53.75,3196.0,No
Femenino,0,Si,No,53,Si,No,Fibra Óptica,No,No,No,Si,Si,Si,un anio,Si,Cheque Electrónico,93.45,4872.2,No
Masculino,0,Si,Si,18,Si,No,Fibra Óptica,Si,No,Si,No,Si,No,Mensual,Si,Cheque por Correo,87.9,1500.5,No
Femenino,0,No,No,1,Si,Si,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque Electrónico,60.15,60.15,Si
Femenino,0,Si,No,58,Si,Si,DSL,Si,No,No,Si,No,No,un anio,Si,Transferencia bancaria (automática),61.05,3478.75,No
Femenino,1,No,No,71,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,dos anios,No,Transferencia bancaria (automática),104.05,7413.55,No
Femenino,0,No,No,35,Si,No,Fibra Óptica,No,No,Si,Si,Si,Si,un anio,Si,Cheque Electrónico,99.25,3532.0,No
Masculino,0,No,No,3,Si,No,Fibra Óptica,No,No,Si,No,No,Si,Mensual,No,Tarjeta de crédito (automática),85.7,256.75,No
Masculino,0,No,No,38,Si,Si,Fibra Óptica,Si,Si,No,No,Si,Si,un anio,Si,Cheque Electrónico,104.85,3887.25,No
Masculino,0,Si,Si,35,Si,Si,DSL,Si,Si,Si,Si,No,No,dos anios,Si,Tarjeta de crédito (automática),69.15,2490.15,No
Masculino,0,No,No,7,Si,Si,Fibra Óptica,No,No,Si,No,Si,No,Mensual,Si,Cheque Electrónico,90.45,593.45,Si
Femenino,0,No,No,47,Si,No,DSL,No,No,Si,Si,Si,Si,dos anios,No,Cheque por Correo,74.45,3510.3,No
Femenino,0,No,No,14,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,Cheque Electrónico,50.45,765.45,No
Femenino,1,Si,No,20,Si,No,DSL,No,Si,No,No,No,Si,Mensual,Si,Cheque Electrónico,60.0,1259.35,No
Masculino,0,Si,No,66,Si,Si,DSL,Si,Si,No,Si,Si,Si,dos anios,No,Cheque Electrónico,85.25,5538.35,No
Masculino,0,Si,No,15,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Tarjeta de crédito (automática),19.45,340.85,No
Femenino,0,No,No,42,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Transferencia bancaria (automática),20.75,844.45,No
Femenino,0,Si,No,17,Si,Si,Fibra Óptica,Si,No,No,No,No,No,Mensual,No,Cheque Electrónico,78.9,1348.95,No
Masculino,0,No,No,37,Si,Si,Fibra Óptica,No,Si,No,Si,Si,Si,un anio,Si,Tarjeta de crédito (automática),104.5,3778.0,No
Femenino,0,No,No,12,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque Electrónico,49.4,611.65,No
Masculino,0,Si,No,53,Si,No,Fibra Óptica,No,Si,No,No,Si,Si,un anio,Si,Transferencia bancaria (automática),94.25,4867.95,Si
Femenino,0,No,No,60,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,25.0,1505.05,No
Masculino,0,Si,Si,18,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,No,Mensual,No,Tarjeta de crédito (automática),25.55,467.85,No
